-9.903 8.250
-9.210 8.971
-8.805 9.416
-8.517 9.726
-8.294 9.980
-8.112 10.180
-7.958 10.344
-7.824 10.499
-7.706 10.637
-7.601 10.751
-7.506 10.856
-7.419 10.954
-7.339 11.041
-7.264 11.124
-7.195 11.202
-7.131 11.274
-7.070 11.344
-7.013 11.406
-6.959 11.466
-6.908 11.532
-6.859 11.597
-6.812 11.661
-6.768 11.717
-6.725 11.773
-6.685 11.825
-6.645 11.875
-6.608 11.924
-6.571 11.972
-6.536 12.017
-6.502 12.058
-6.470 12.097
-6.438 12.134
-6.407 12.173
-6.377 12.209
-6.348 12.247
-6.320 12.282
-6.293 12.315
-6.266 12.346
-6.240 12.376
-6.215 12.405
-6.190 12.435
-6.166 12.463
-6.142 12.489
-6.119 12.516
-6.097 12.542
-6.075 12.567
-6.053 12.591
-6.032 12.615
-6.012 12.637
-5.991 12.660
-5.972 12.682
-5.952 12.703
-5.933 12.724
-5.915 12.744
-5.896 12.764
-5.878 12.784
-5.860 12.804
-5.843 12.823
-5.826 12.842
-5.809 12.861
-5.793 12.879
-5.776 12.899
-5.760 12.917
-5.745 12.933
-5.729 12.950
-5.714 12.967
-5.699 12.984
-5.684 13.000
-5.669 13.015
-5.655 13.031
-5.641 13.046
-5.627 13.061
-5.613 13.075
-5.599 13.088
-5.586 13.101
-5.573 13.115
-5.560 13.127
-5.547 13.139
-5.534 13.151
-5.521 13.163
-5.509 13.174
-5.497 13.185
-5.485 13.197
-5.473 13.208
-5.461 13.218
-5.449 13.229
-5.438 13.239
-5.426 13.249
-5.415 13.259
-5.404 13.268
-5.393 13.278
-5.382 13.287
-5.371 13.296
-5.360 13.305
-5.350 13.313
-5.339 13.321
-5.329 13.329
-5.319 13.337
-5.308 13.344
-5.298 13.351
-5.288 13.358
-5.279 13.365
-5.269 13.372
-5.259 13.378
-5.250 13.385
-5.240 13.391
-5.231 13.397
-5.221 13.403
-5.212 13.409
-5.203 13.416
-5.194 13.422
-5.185 13.428
-5.176 13.434
-5.167 13.439
-5.159 13.445
-5.150 13.451
-5.141 13.457
-5.133 13.463
-5.124 13.468
-5.116 13.474
-5.108 13.479
-5.099 13.484
-5.091 13.490
-5.083 13.494
-5.075 13.500
-5.067 13.505
-5.059 13.511
-5.051 13.516
-5.044 13.521
-5.036 13.525
-5.028 13.530
-5.021 13.535
-5.013 13.540
-5.006 13.544
-4.998 13.549
-4.991 13.554
-4.984 13.559
-4.976 13.564
-4.969 13.568
-4.962 13.573
-4.955 13.577
-4.948 13.582
-4.941 13.586
-4.934 13.590
-4.927 13.594
-4.920 13.599
-4.913 13.603
-4.906 13.607
-4.900 13.611
-4.893 13.615
-4.886 13.619
-4.880 13.624
-4.873 13.628
-4.867 13.632
-4.860 13.636
-4.854 13.640
-4.847 13.644
-4.841 13.648
-4.835 13.651
-4.828 13.655
-4.822 13.659
-4.816 13.662
-4.810 13.666
-4.804 13.669
-4.798 13.673
-4.791 13.676
-4.785 13.679
-4.780 13.683
-4.774 13.686
-4.768 13.689
-4.762 13.692
-4.756 13.695
-4.750 13.698
-4.744 13.701
-4.739 13.704
-4.733 13.707
-4.727 13.709
-4.722 13.712
-4.716 13.715
-4.711 13.717
-4.705 13.720
-4.699 13.722
-4.694 13.724
-4.689 13.726
-4.683 13.728
-4.678 13.730
-4.672 13.732
-4.667 13.734
-4.662 13.736
-4.656 13.739
-4.651 13.740
-4.646 13.742
-4.641 13.744
-4.636 13.746
-4.630 13.748
-4.625 13.750
-4.620 13.752
-4.615 13.754
-4.610 13.756
